# HelioClim-3 Archive Database of Solar Irradiance v5 (derived from satellite data) and meteorological data (MERRA-2/NASA and GFS/NCEP),,,,
# Provider;MINES ParisTech / Armines / Transvalor (France), National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center and National Centers for Environmental Prediction (NCEP),,,
# More information at;http://www.soda-pro.com, http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2 and https://www.emc.ncep.noaa.gov/emc/pages/numerical_forecast_systems/gfs/documentation.php,,,
# gfs update info;date 2022-03-29 - cycle 6,,,,
# Site latitude (positive means North);25.406,,,,
# Site longitude (positive means East);50.757,,,,
# Elevation (m);3,,,,
# Date beginning;2009-12-31,,,,
# Date end;2022-03-28,,,,
# Meteo Data;MERRA-2 data from 2009-12-31 to 2022-02-28 / GFS data from 2022-03-01 to 2022-03-28,,,,
# Time reference (hour);UT,,,,
# Summarization (period of integration);30 minutes (min),,,,
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization,,,,
# Tilt angle (degrees);-999 (tracking),,,,
# Azimuth angle (degrees);-999 (tracking),,,,
# Albedo of the ground;0.20,,,,
# Take into account the shadows due to relief?;1 (yes, with horizon computed from SRTM),,,
# Calibration;None,,,,
# Minimum Sun Elevation;12,,,,
,,,,
# Columns:,,,,
# Irradiation (Wh/m2);Irradiation over the period (-999 if no data),,,,
# Clear-Sky (Wh/m2);Irradiation over the period if the sky were clear,,,,
# Top of Atmosphere (Wh/m2);Irradiation over the period at the top of the atmosphere (extraterrestrial),,,,
# Code;0: no data, 1: sun below horizon, 2: satellite assessment, 5: interpolation in time, 6: forecast
# Temperature (K);Temperature at 2 m above ground,,,,
# Relative humidity (%);Relative humidity at 2 m above ground,,,,
# Pressure (hPa);Pressure at ground level,,,,
# Wind speed (m/s);Wind speed at 10 m above ground,,,,
# Wind direction (deg);Wind direction at 10 m above ground (0 means from North, 90 from East...),,,
# Rainfall (kg/m2);Rainfall (= rain depth in mm),,,,
# Snowfall (kg/m2);Snowfall,,,,
# Snow depth (m);Snow depth,,,,
,,,,
# Irradiation values from HelioClim-3 and meteorological data (MERRA-2 and GFS),,,,
# Date;Time;Direct Inclined;Diffuse Inclined;Reflected;Global Inclined;Direct Horiz;Diffuse Horiz;Global Horiz;Clear-Sky;Top of Atmosphere;Code;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth,,,,
2009-12-31;00:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.93;90.34;1010.92;4.99;151.00;0.000000;0.000000;0.000000,,,,
2009-12-31;01:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.81;90.99;1011.01;4.98;152.04;0.000000;0.000000;0.000000,,,,
2009-12-31;01:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.72;91.43;1011.20;5.00;153.28;0.000000;0.000000;0.000000,,,,
2009-12-31;02:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.65;91.47;1011.45;5.06;154.76;0.000000;0.000000;0.000000,,,,
2009-12-31;02:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.60;91.11;1011.75;5.15;156.44;0.000000;0.000000;0.000000,,,,
2009-12-31;03:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.57;90.90;1012.03;5.25;158.54;0.000000;0.000000;0.000000,,,,
2009-12-31;03:30;0.0000;0.0278;0.0071;0.0349;0.0000;0.0738;0.0738;0.0918;0.5355;5;288.54;90.85;1012.28;5.34;161.03;0.000000;0.000000;0.000000,,,,
2009-12-31;04:00;7.2748;5.4103;0.8098;13.4949;0.5495;8.2349;8.7844;14.2890;46.1035;5;288.86;88.65;1012.49;5.60;163.63;0.000000;0.000000;0.000000,,,,
2009-12-31;04:30;31.7207;24.7137;2.9069;59.3413;5.6922;29.2489;34.9411;51.0872;118.2787;5;289.53;84.45;1012.66;6.02;166.13;0.000000;0.000000;0.000000,,,,
2009-12-31;05:00;95.1650;55.7433;5.6844;156.5928;25.8133;50.6895;76.5029;98.2693;186.4076;2;290.20;80.01;1012.79;6.26;167.13;0.000000;0.000000;0.000000,,,,
2009-12-31;05:30;220.3983;83.9384;8.8651;313.2017;78.5253;58.1665;136.6918;147.6380;249.3244;2;290.86;75.39;1012.88;6.31;166.87;0.000000;0.000000;0.000000,,,,
2009-12-31;06:00;289.1587;91.7095;10.6998;391.5680;125.4629;61.9628;187.4257;194.6874;305.9526;2;291.71;69.37;1012.84;6.55;166.26;0.000000;0.000000;0.000000,,,,
2009-12-31;06:30;333.6885;92.9465;11.7789;438.4139;167.9523;64.2754;232.2277;236.9421;355.3234;2;292.75;62.29;1012.68;7.00;165.36;0.000000;0.000000;0.000000,,,,
2009-12-31;07:00;361.5206;92.8270;12.0350;466.3826;203.0896;66.3694;269.4590;272.8475;396.5919;2;293.68;56.25;1012.35;7.33;165.99;0.000000;0.000000;0.000000,,,,
2009-12-31;07:30;370.6218;94.8433;11.6708;477.1360;225.1786;70.4421;295.6207;301.3177;429.0520;2;294.49;51.05;1011.86;7.55;167.98;0.000000;0.000000;0.000000,,,,
2009-12-31;08:00;376.5095;96.0447;11.4692;484.0234;241.0274;73.3102;314.3377;321.6089;452.1484;2;295.15;47.19;1011.33;7.50;170.43;0.000000;0.000000;0.000000,,,,
2009-12-31;08:30;382.8625;95.8184;11.1921;489.8730;252.3406;74.0424;326.3830;333.2319;465.4858;2;295.65;44.47;1010.75;7.19;173.65;0.000000;0.000000;0.000000,,,,
2009-12-31;09:00;379.0701;97.2591;11.1537;487.4829;251.6221;75.7603;327.3825;335.9180;468.8361;2;296.07;42.61;1010.27;6.77;177.46;0.000000;0.000000;0.000000,,,,
2009-12-31;09:30;367.7426;99.8034;11.0065;478.5526;240.6080;77.6874;318.2954;329.2430;462.1419;2;296.41;41.54;1009.88;6.25;182.20;0.000000;0.000000;0.000000,,,,
2009-12-31;10:00;362.2107;99.0689;11.3709;472.6505;228.5364;75.8941;304.4305;313.3607;445.5178;2;296.66;41.05;1009.60;5.71;187.37;0.000000;0.000000;0.000000,,,,
2009-12-31;10:30;344.0227;99.9251;11.5796;455.5274;204.3514;75.2565;279.6079;289.0133;419.2482;2;296.84;41.10;1009.43;5.14;193.23;0.000000;0.000000;0.000000,,,,
2009-12-31;11:00;308.9078;101.7351;11.2300;421.8729;168.0912;75.8812;243.9724;256.8241;383.7825;2;296.95;41.23;1009.34;4.66;198.79;0.000000;0.000000;0.000000,,,,
2009-12-31;11:30;223.5345;101.6901;9.8526;335.0773;108.3030;81.6375;189.9404;217.7211;339.7277;2;296.98;41.44;1009.32;4.23;203.73;0.000000;0.000000;0.000000,,,,
2009-12-31;12:00;114.8867;84.0489;7.4708;206.4064;47.2748;80.5644;127.8392;173.0600;287.8375;2;296.90;42.29;1009.32;3.75;205.65;0.000000;0.000000;0.000000,,,,
2009-12-31;12:30;15.1232;33.7340;3.4090;52.2661;5.0820;46.2271;51.3091;125.1282;228.9997;2;296.68;43.82;1009.31;3.19;203.30;0.000000;0.000000;0.000000,,,,
2009-12-31;13:00;16.0673;24.5445;2.9493;43.5610;3.7598;34.6688;38.4286;77.2072;164.2212;2;296.15;46.14;1009.31;2.81;196.43;0.000000;0.000000;0.000000,,,,
2009-12-31;13:30;7.9260;9.9440;1.4201;19.2901;1.1145;15.3426;16.4571;34.7684;94.6102;5;295.30;49.37;1009.31;2.67;184.61;0.000000;0.000000;0.000000,,,,
2009-12-31;14:00;2.9418;1.6414;0.2752;4.8585;0.1649;2.7783;2.9432;6.0264;23.0869;5;294.62;51.40;1009.38;2.76;174.16;0.000000;0.000000;0.000000,,,,
2009-12-31;14:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;294.10;52.06;1009.52;3.05;166.87;0.000000;0.000000;0.000000,,,,
2009-12-31;15:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;293.73;52.59;1009.66;3.36;161.55;0.000000;0.000000;0.000000,,,,
2009-12-31;15:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;293.49;53.01;1009.79;3.68;157.72;0.000000;0.000000;0.000000,,,,
2009-12-31;16:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;293.29;53.31;1009.89;3.95;155.82;0.000000;0.000000;0.000000,,,,
2009-12-31;16:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;293.13;53.47;1009.96;4.16;155.37;0.000000;0.000000;0.000000,,,,
2009-12-31;17:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;293.00;53.64;1010.03;4.20;156.92;0.000001;0.000000;0.000000,,,,
2009-12-31;17:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;292.90;53.83;1010.11;4.09;160.58;0.000003;0.000000;0.000000,,,,
2009-12-31;18:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;292.78;54.33;1010.18;3.80;166.22;0.000003;0.000000;0.000000,,,,
2009-12-31;18:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;292.64;55.15;1010.23;3.37;175.21;0.000004;0.000000;0.000000,,,,
2009-12-31;19:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;292.47;56.58;1010.24;2.87;186.78;0.000004;0.000000;0.000000,,,,
2009-12-31;19:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;292.25;58.64;1010.19;2.37;203.84;0.000004;0.000000;0.000000,,,,
2009-12-31;20:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;292.00;60.91;1010.12;2.01;223.62;0.000003;0.000000;0.000000,,,,
2009-12-31;20:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.73;63.39;1010.00;1.79;246.00;0.000003;0.000000;0.000000,,,,
2009-12-31;21:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.44;66.10;1009.91;1.84;269.52;0.000002;0.000000;0.000000,,,,
2009-12-31;21:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.15;69.05;1009.84;2.11;288.78;0.000001;0.000000;0.000000,,,,
2009-12-31;22:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.88;72.15;1009.83;2.68;302.00;0.000138;0.000000;0.000000,,,,
2009-12-31;22:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.65;75.42;1009.88;3.46;309.67;0.000413;0.000000;0.000000,,,,
2009-12-31;23:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.53;78.00;1010.01;4.41;314.46;0.048206;0.000000;0.000000,,,,
2009-12-31;23:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.54;79.84;1010.21;5.52;317.44;0.143518;0.000000;0.000000,,,,
2009-12-31;24:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.52;81.51;1010.46;6.53;319.60;0.272908;0.000000;0.000000,,,,
2010-01-01;00:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.48;83.03;1010.75;7.44;321.37;0.436375;0.000000;0.000000,,,,
2010-01-01;01:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.37;84.07;1011.09;7.85;322.70;0.629724;0.000000;0.000000,,,,
2010-01-01;01:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.21;84.65;1011.48;7.77;323.93;0.852956;0.000000;0.000000,,,,
2010-01-01;02:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.06;84.77;1011.91;7.43;324.82;0.960781;0.000000;0.000000,,,,
2010-01-01;02:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.92;84.43;1012.36;6.83;325.44;0.953199;0.000000;0.000000,,,,
2010-01-01;03:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.82;83.80;1012.74;6.12;326.18;0.795265;0.000000;0.000000,,,,
2010-01-01;03:30;0.0000;0.0024;0.0006;0.0030;0.0000;0.0063;0.0063;0.0953;0.5906;5;289.76;82.86;1013.04;5.30;327.15;0.486977;0.000000;0.000000,,,,
2010-01-01;04:00;3.0076;2.2442;0.3726;5.6244;0.2271;3.8156;4.0427;13.3095;46.5795;5;289.88;81.17;1013.29;4.79;327.01;0.264882;0.000000;0.000000,,,,
2010-01-01;04:30;4.6665;7.9855;1.1401;13.7921;0.7964;12.8861;13.6825;47.7423;118.7988;5;290.19;78.79;1013.50;4.60;325.43;0.128982;0.000000;0.000000,,,,
2010-01-01;05:00;5.3728;14.7628;1.7918;21.9273;1.4225;22.6153;24.0377;93.8600;186.9693;2;290.60;75.93;1013.69;4.66;322.66;0.046378;0.000000;0.000000,,,,
2010-01-01;05:30;33.0456;42.7800;4.1222;79.9478;12.4589;51.9954;64.4543;143.9094;249.9245;2;291.12;72.63;1013.87;4.97;319.15;0.017072;0.000000;0.000000,,,,
2010-01-01;06:00;148.8254;93.2311;8.4696;250.5260;64.7626;83.6160;148.3786;192.6568;306.5873;2;291.70;68.96;1013.92;5.35;317.20;0.002660;0.000000;0.000000,,,,
2010-01-01;06:30;93.6533;98.0765;7.6323;199.3621;47.2593;103.2546;150.5139;236.9995;355.9882;2;292.34;64.98;1013.83;5.81;316.57;0.003143;0.000000;0.000000,,,,
2010-01-01;07:00;236.0023;105.5243;10.0460;351.5726;134.3022;91.9925;226.2947;275.1915;397.2819;2;292.93;61.23;1013.63;6.25;316.32;0.003229;0.000000;0.000000,,,,
2010-01-01;07:30;387.5853;90.3401;11.9226;489.8481;235.8375;66.1419;301.9794;306.1014;429.7619;2;293.47;57.68;1013.31;6.70;316.37;0.002919;0.000000;0.000000,,,,
2010-01-01;08:00;388.1875;92.7773;11.6432;492.6080;248.9104;70.2138;319.1242;328.9810;452.8724;2;293.91;54.67;1012.92;7.10;316.27;0.002438;0.000000;0.000000,,,,
2010-01-01;08:30;388.8140;94.1506;11.2870;494.2516;256.6472;72.4934;329.1406;343.2503;466.2180;2;294.27;52.12;1012.45;7.46;316.06;0.001785;0.000000;0.000000,,,,
2010-01-01;09:00;385.5364;95.4490;11.2551;492.2405;256.3063;74.0521;330.3584;348.6231;469.5703;2;294.54;50.03;1012.06;7.79;315.84;0.001175;0.000000;0.000000,,,,
2010-01-01;09:30;380.7686;96.1674;11.1934;488.1294;249.4864;74.1730;323.6594;344.2220;462.8720;2;294.74;48.35;1011.75;8.09;315.61;0.000608;0.000000;0.000000,,,,
2010-01-01;10:00;382.1342;93.6398;11.5659;487.3398;241.5580;70.5880;312.1460;330.2033;446.2378;2;294.85;46.99;1011.55;8.33;315.57;0.000253;0.000000;0.000000,,,,
2010-01-01;10:30;339.6840;101.0191;11.2468;451.9500;202.2136;76.4361;278.6497;307.6240;419.9521;2;294.89;45.92;1011.45;8.50;315.72;0.000113;0.000000;0.000000,,,,
2010-01-01;11:00;295.3885;104.2362;11.0311;410.6558;160.9181;79.1386;240.0567;276.9950;384.4648;2;294.87;45.12;1011.46;8.63;316.10;0.000032;0.000000;0.000000,,,,
2010-01-01;11:30;243.5565;101.9228;10.2002;355.6794;117.6695;78.6937;196.3632;239.0614;340.3831;2;294.78;44.56;1011.56;8.71;316.73;0.000011;0.000000;0.000000,,,,
2010-01-01;12:00;225.5641;92.5014;9.3897;327.4552;92.4329;68.0396;160.4725;194.8495;288.4611;2;294.64;44.33;1011.74;8.74;317.61;0.000000;0.000000;0.000000,,,,
2010-01-01;12:30;158.6041;76.1757;7.4642;242.2439;52.3022;59.5719;111.8741;145.3411;229.5875;2;294.42;44.41;1012.00;8.71;318.76;0.000001;0.000000;0.000000,,,,
2010-01-01;13:00;70.7510;45.5579;4.6997;121.0086;17.0525;44.5855;61.6380;92.9734;164.7693;2;294.06;45.37;1012.28;8.46;320.35;0.000001;0.000000;0.000000,,,,
2010-01-01;13:30;20.8126;17.4146;2.1338;40.3610;3.0813;22.0476;25.1289;43.1632;95.1158;5;293.54;47.25;1012.59;7.98;322.57;0.000001;0.000000;0.000000,,,,
2010-01-01;14:00;3.9677;2.3504;0.3767;6.6949;0.2277;3.8125;4.0401;7.2581;23.4544;5;292.98;49.82;1012.95;7.63;324.86;0.000001;0.000000;0.000000,,,,
2010-01-01;14:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;292.39;53.15;1013.38;7.41;327.14;0.000002;0.000000;0.000000,,,,
2010-01-01;15:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.96;56.10;1013.77;7.37;328.78;0.000003;0.000000;0.000000,,,,
2010-01-01;15:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.70;58.55;1014.14;7.51;329.66;0.000006;0.000000;0.000000,,,,
2010-01-01;16:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.47;60.79;1014.46;7.67;330.04;0.000014;0.000000;0.000000,,,,
2010-01-01;16:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.27;62.80;1014.71;7.85;329.97;0.000026;0.000000;0.000000,,,,
2010-01-01;17:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.07;64.69;1014.90;7.97;329.75;0.000040;0.000000;0.000000,,,,
2010-01-01;17:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.86;66.46;1015.03;8.03;329.37;0.000056;0.000000;0.000000,,,,
2010-01-01;18:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.66;68.17;1015.10;8.01;328.89;0.000071;0.000000;0.000000,,,,
2010-01-01;18:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.46;69.81;1015.10;7.93;328.29;0.000086;0.000000;0.000000,,,,
2010-01-01;19:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.29;71.01;1015.04;7.88;327.69;0.000094;0.000000;0.000000,,,,
2010-01-01;19:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.16;71.76;1014.91;7.86;327.09;0.000095;0.000000;0.000000,,,,
2010-01-01;20:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.04;72.29;1014.76;7.83;326.47;0.000091;0.000000;0.000000,,,,
2010-01-01;20:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.94;72.60;1014.59;7.79;325.82;0.000082;0.000000;0.000000,,,,
2010-01-01;21:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.84;72.73;1014.46;7.74;325.18;0.000072;0.000000;0.000000,,,,
2010-01-01;21:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.75;72.69;1014.39;7.69;324.54;0.000062;0.000000;0.000000,,,,
2010-01-01;22:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.66;72.51;1014.35;7.66;323.82;0.000058;0.000000;0.000000,,,,
2010-01-01;22:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.56;72.20;1014.35;7.67;323.01;0.000060;0.000000;0.000000,,,,
2010-01-01;23:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.46;71.80;1014.37;7.68;322.00;0.000063;0.000000;0.000000,,,,
2010-01-01;23:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.35;71.29;1014.42;7.72;320.77;0.000065;0.000000;0.000000,,,,
2010-01-01;24:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.22;70.88;1014.51;7.78;319.29;0.000062;0.000000;0.000000,,,,
2010-01-02;00:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.07;70.56;1014.66;7.85;317.58;0.000053;0.000000;0.000000,,,,
2010-01-02;01:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.89;70.44;1014.88;7.93;315.91;0.000041;0.000000;0.000000,,,,
2010-01-02;01:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.70;70.53;1015.18;8.00;314.28;0.000026;0.000000;0.000000,,,,
2010-01-02;02:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.50;70.86;1015.53;8.06;313.07;0.000016;0.000000;0.000000,,,,
2010-01-02;02:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.29;71.45;1015.93;8.09;312.27;0.000012;0.000000;0.000000,,,,
2010-01-02;03:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.12;72.15;1016.30;8.06;311.77;0.000008;0.000000;0.000000,,,,
2010-01-02;03:30;0.0000;0.0194;0.0049;0.0244;0.0000;0.0515;0.0515;0.0602;0.3651;5;287.99;72.98;1016.64;7.97;311.57;0.000007;0.000000;0.000000,,,,
2010-01-02;04:00;10.0060;6.9851;0.9724;17.9635;0.7900;9.7310;10.5210;16.0843;44.6364;5;288.15;72.42;1016.95;8.02;311.70;0.000005;0.000000;0.000000,,,,
2010-01-02;04:30;66.2716;35.5440;3.6141;105.4297;11.7629;31.5133;43.2762;58.6974;117.0166;5;288.60;70.50;1017.21;8.22;312.13;0.000005;0.000000;0.000000,,,,
2010-01-02;05:00;159.4013;67.2919;6.7048;233.3981;42.3833;47.3192;89.7025;110.4686;185.3856;2;289.09;68.38;1017.47;8.32;312.99;0.000005;0.000000;0.000000,,,,
2010-01-02;05:30;237.9836;83.7514;9.1316;330.8665;84.4925;55.6641;140.1566;162.8511;248.5735;2;289.61;66.09;1017.71;8.33;314.30;0.000004;0.000000;0.000000,,,,
2010-01-02;06:00;292.1272;91.0697;10.7707;393.9676;126.7338;61.2387;187.9725;211.9447;305.4992;2;290.13;64.00;1017.86;8.32;315.89;0.000003;0.000000;0.000000,,,,
2010-01-02;06:30;359.7064;87.5687;12.2041;459.4792;181.1156;58.5892;239.7047;255.5082;355.1887;2;290.63;62.07;1017.91;8.31;317.75;0.000003;0.000000;0.000000,,,,
2010-01-02;07:00;385.5166;86.8800;12.4410;484.8375;216.6399;60.6094;277.2493;292.1935;396.7918;2;291.06;60.42;1017.81;8.21;318.82;0.000003;0.000000;0.000000,,,,
2010-01-02;07:30;406.9656;84.7419;12.2215;503.9290;247.5663;60.9893;308.5556;321.2221;429.5966;2;291.44;59.01;1017.57;8.01;319.11;0.000002;0.000000;0.000000,,,,
2010-01-02;08:00;405.7559;87.5594;11.9110;505.2263;260.2720;65.3670;325.6390;341.9051;453.0419;2;291.78;57.69;1017.29;7.86;319.40;0.000003;0.000000;0.000000,,,,
2010-01-02;08:30;396.6929;91.8345;11.4129;499.9402;262.1081;70.3475;332.4557;353.7778;466.7264;2;292.09;56.45;1016.95;7.75;319.67;0.000005;0.000000;0.000000,,,,
2010-01-02;09:00;409.3182;88.2802;11.5828;509.1812;272.5976;67.3643;339.9619;356.5772;470.4161;2;292.36;55.35;1016.65;7.68;320.00;0.000006;0.000000;0.000000,,,,
2010-01-02;09:30;414.8009;85.9724;11.6423;512.4157;272.5040;64.7125;337.2165;350.4223;464.0479;2;292.60;54.39;1016.41;7.64;320.40;0.000007;0.000000;0.000000,,,,
2010-01-02;10:00;390.8514;91.4409;11.6953;493.9876;247.7926;68.5321;316.3247;335.4393;447.7306;2;292.77;53.65;1016.24;7.60;320.89;0.000007;0.000000;0.000000,,,,
2010-01-02;10:30;357.4056;97.2788;11.5019;466.1862;213.5015;72.3961;285.8976;311.7623;421.7434;2;292.89;53.11;1016.15;7.56;321.47;0.000006;0.000000;0.000000,,,,
2010-01-02;11:00;308.5184;102.2947;11.2381;422.0512;169.0219;76.6265;245.6484;279.9301;386.5311;2;292.94;52.84;1016.14;7.52;322.15;0.000006;0.000000;0.000000,,,,
2010-01-02;11:30;262.2083;101.0452;10.5199;373.7734;127.3467;75.8766;203.2233;240.7314;342.6961;2;292.93;52.82;1016.23;7.48;322.93;0.000009;0.000000;0.000000,,,,
2010-01-02;12:00;222.0787;92.6431;9.3817;324.1035;92.0325;69.0757;161.1082;195.2784;290.9884;2;292.85;53.05;1016.38;7.40;323.82;0.000011;0.000000;0.000000,,,,
2010-01-02;12:30;189.3285;79.2810;7.9882;276.5976;63.0438;57.2085;120.2522;145.3383;232.2928;2;292.71;53.53;1016.60;7.29;324.81;0.000013;0.000000;0.000000,,,,
2010-01-02;13:00;89.5608;51.0926;5.1208;145.7741;21.7868;45.6009;67.3878;93.4288;167.6136;2;292.41;54.62;1016.85;6.97;325.49;0.000012;0.000000;0.000000,,,,
2010-01-02;13:30;27.1076;20.3939;2.3872;49.8887;4.1303;24.0733;28.2036;44.2893;98.0574;5;291.97;56.37;1017.13;6.43;325.85;0.000006;0.000000;0.000000,,,,
2010-01-02;14:00;4.6200;2.8852;0.4534;7.9587;0.2782;4.5952;4.8734;8.1567;25.8842;5;291.49;58.35;1017.45;6.03;325.94;0.000003;0.000000;0.000000,,,,
2010-01-02;14:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.97;60.59;1017.80;5.76;325.70;0.000002;0.000000;0.000000,,,,
2010-01-02;15:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.62;62.30;1018.13;5.61;325.35;0.000002;0.000000;0.000000,,,,
2010-01-02;15:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.44;63.44;1018.45;5.59;324.90;0.000003;0.000000;0.000000,,,,
2010-01-02;16:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.25;64.57;1018.67;5.53;324.44;0.000003;0.000000;0.000000,,,,
2010-01-02;16:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.05;65.69;1018.80;5.44;323.95;0.000002;0.000000;0.000000,,,,
2010-01-02;17:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.84;66.77;1018.85;5.33;323.22;0.000001;0.000000;0.000000,,,,
