"logger_id","station_name","tstamp","pyrgeometer_body_temperature_avg","pyrgeometer_body_temperature_max","pyrgeometer_body_temperature_min","pyrgeometer_body_temperature_stdev","pyrgeometer_body_temperature_count","dhi_solar_irradiance_avg","dhi_solar_irradiance_max","dhi_solar_irradiance_min","dhi_solar_irradiance_stdev","dhi_solar_irradiance_count","ghi_solar_irradiance_avg","ghi_solar_irradiance_max","ghi_solar_irradiance_min","ghi_solar_irradiance_stdev","ghi_solar_irradiance_count","eppley_tuvr_voltage_avg","eppley_tuvr_voltage_max","eppley_tuvr_voltage_min","eppley_tuvr_voltage_stdev","eppley_tuvr_voltage_count","dni_voltage_avg","dni_voltage_max","dni_voltage_min","dni_voltage_stdev","dni_voltage_count","pyrgeometer_voltage_avg","pyrgeometer_voltage_max","pyrgeometer_voltage_min","pyrgeometer_voltage_stdev","pyrgeometer_voltage_count","pyrgeometer_ein_solar_ir_avg","pyrgeometer_ein_solar_ir_max","pyrgeometer_ein_solar_ir_min","pyrgeometer_ein_solar_ir_stdev","pyrgeometer_ein_solar_ir_count","pyrgeometer_enet_solar_ir_avg","pyrgeometer_enet_solar_ir_max","pyrgeometer_enet_solar_ir_min","pyrgeometer_enet_solar_ir_stdev","pyrgeometer_enet_solar_ir_count","a1_avg","a1_max","a1_min","a1_stdev","a1_count","a2_avg","a2_max","a2_min","a2_stdev","a2_count","a3_avg","a3_max","a3_min","a3_stdev","a3_count","a4_avg","a4_max","a4_min","a4_stdev","a4_count","a5_avg","a5_max","a5_min","a5_stdev","a5_count","a6_avg","a6_max","a6_min","a6_stdev","a6_count","voltage_avg","voltage_max","voltage_min","current_avg","current_max","current_min","temp_avg","addr"
"D204045","Al Wakrah","2023-02-23 06:45:00+03",NULL,NULL,NULL,NULL,NULL,66.1601,66.9332,65.4073,0.5225,60,93.1435,94.705,91.6532,0.9336,60,NULL,NULL,NULL,NULL,NULL,174.9349,178.457,172.0161,1.9913,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4662,0.4669,0.4654,0.0005,60,0.4931,0.4947,0.4917,0.0009,60,0.5721,0.5756,0.5692,0.002,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.53,23.58,23.48,33.1333,37,33,20,3845062
"D204045","Al Wakrah","2023-02-23 06:44:00+03",NULL,NULL,NULL,NULL,NULL,64.6901,65.4073,64.1865,0.3634,60,90.229,91.6532,88.9065,0.8194,60,NULL,NULL,NULL,NULL,NULL,169.1074,171.7093,166.802,1.4709,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4647,0.4654,0.4642,0.0004,60,0.4902,0.4917,0.4889,0.0008,60,0.5663,0.5689,0.564,0.0015,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.49,23.53,23.48,33.2,37,33,20,3845058
"D204045","Al Wakrah","2023-02-23 06:43:00+03",NULL,NULL,NULL,NULL,NULL,63.098,64.1865,62.3554,0.4508,60,87.0144,88.9065,84.9391,1.1022,60,NULL,NULL,NULL,NULL,NULL,162.2371,166.4953,155.7604,3.2228,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4631,0.4642,0.4624,0.0005,60,0.487,0.4889,0.4849,0.0011,60,0.5594,0.5637,0.553,0.0032,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.46,23.48,23.43,33.2667,37,33,20,3845054
"D204045","Al Wakrah","2023-02-23 06:42:00+03",NULL,NULL,NULL,NULL,NULL,61.2262,62.3554,60.2191,0.5874,60,83.0622,84.9391,81.2769,1.0282,60,NULL,NULL,NULL,NULL,NULL,150.6076,156.0671,146.8657,2.7345,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4612,0.4624,0.4602,0.0006,60,0.4831,0.4849,0.4813,0.001,60,0.5479,0.5533,0.5441,0.0027,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.43,23.48,23.38,33.2,37,33,20,3845050
"D204045","Al Wakrah","2023-02-23 06:41:00+03",NULL,NULL,NULL,NULL,NULL,59.4307,60.5243,58.388,0.5571,60,80.0816,81.2769,78.5302,0.8564,60,NULL,NULL,NULL,NULL,NULL,145.1891,147.1725,142.2651,1.4021,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4594,0.4605,0.4584,0.0006,60,0.4801,0.4813,0.4785,0.0009,60,0.5425,0.5445,0.5396,0.0014,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.39,23.43,23.38,33.2333,37,33,20,3845046
"D204045","Al Wakrah","2023-02-23 06:40:00+03",NULL,NULL,NULL,NULL,NULL,57.7726,58.6932,57.1673,0.4297,60,76.9382,78.5302,75.4784,0.8957,60,NULL,NULL,NULL,NULL,NULL,138.3494,142.2651,134.2906,2.2996,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4578,0.4587,0.4572,0.0004,60,0.4769,0.4785,0.4755,0.0009,60,0.5357,0.5396,0.5316,0.0023,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.37,23.38,23.33,33.1333,37,33,20,3845042
"D204045","Al Wakrah","2023-02-23 06:39:00+03",NULL,NULL,NULL,NULL,NULL,56.2161,56.8621,55.6413,0.4283,60,73.8406,75.4784,72.1213,0.8521,60,NULL,NULL,NULL,NULL,NULL,130.4414,134.2906,126.3161,2.2221,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4562,0.4569,0.4556,0.0004,60,0.4738,0.4755,0.4721,0.0009,60,0.5278,0.5316,0.5237,0.0022,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.33,23.38,23.28,33.2667,37,33,20,3845038
"D204045","Al Wakrah","2023-02-23 06:38:00+03",NULL,NULL,NULL,NULL,NULL,54.7411,55.6413,53.8102,0.5518,60,70.5903,72.4265,69.0695,1.0594,60,NULL,NULL,NULL,NULL,NULL,122.3595,126.3161,118.0349,2.5252,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4547,0.4556,0.4538,0.0006,60,0.4706,0.4724,0.4691,0.0011,60,0.5198,0.5237,0.5155,0.0025,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.3,23.33,23.28,33.4333,37,33,20,3845034
"D204045","Al Wakrah","2023-02-23 06:37:00+03",NULL,NULL,NULL,NULL,NULL,52.8133,53.8102,51.9791,0.5327,60,67.3299,68.7643,66.0176,0.7461,60,NULL,NULL,NULL,NULL,NULL,114.8707,118.3416,111.9007,2.0136,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4528,0.4538,0.452,0.0005,60,0.4673,0.4688,0.466,0.0007,60,0.5123,0.5158,0.5094,0.002,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.27,23.28,23.23,33.2667,37,33,20,3845030
"D204045","Al Wakrah","2023-02-23 06:36:00+03",NULL,NULL,NULL,NULL,NULL,51.5671,52.2843,50.7584,0.3219,60,65.2598,66.3228,64.1865,0.5519,60,NULL,NULL,NULL,NULL,NULL,109.9224,111.9007,107.6067,1.272,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4516,0.4523,0.4508,0.0003,60,0.4653,0.4663,0.4642,0.0006,60,0.5074,0.5094,0.5051,0.0013,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.26,23.28,23.23,33.3,39,33,20,3845026
"D204045","Al Wakrah","2023-02-23 06:35:00+03",NULL,NULL,NULL,NULL,NULL,50.2294,51.0636,49.5376,0.3805,60,62.9048,64.1865,61.4399,0.7492,60,NULL,NULL,NULL,NULL,NULL,104.5652,107.6067,101.4725,1.7,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4502,0.4511,0.4495,0.0004,60,0.4629,0.4642,0.4614,0.0007,60,0.5021,0.5051,0.499,0.0017,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.23,23.28,23.18,33.4333,35,33,20,3845022
"D204045","Al Wakrah","2023-02-23 06:34:00+03",NULL,NULL,NULL,NULL,NULL,48.7391,49.8428,47.7065,0.6359,60,60.2954,61.745,58.6932,0.9726,60,NULL,NULL,NULL,NULL,NULL,97.7153,101.4725,93.8047,2.2222,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4487,0.4498,0.4477,0.0006,60,0.4603,0.4617,0.4587,0.001,60,0.4952,0.499,0.4913,0.0022,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.22,23.23,23.18,33.2667,39,33,20,3845018
"D204045","Al Wakrah","2023-02-23 06:33:00+03",NULL,NULL,NULL,NULL,NULL,46.6435,47.7065,45.8754,0.6244,60,57.1622,58.6932,55.6413,0.875,60,NULL,NULL,NULL,NULL,NULL,91.0188,93.8047,88.5907,1.4847,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4466,0.4477,0.4459,0.0006,60,0.4572,0.4587,0.4556,0.0009,60,0.4886,0.4913,0.4862,0.0015,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.19,23.23,23.18,33.4667,37,33,20,3845014
"D204045","Al Wakrah","2023-02-23 06:32:00+03",NULL,NULL,NULL,NULL,NULL,44.792,45.8754,43.7391,0.5742,60,54.8326,55.9465,53.505,0.7301,60,NULL,NULL,NULL,NULL,NULL,86.7351,88.8974,83.6833,1.3475,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4448,0.4459,0.4437,0.0006,60,0.4548,0.4559,0.4535,0.0007,60,0.4843,0.4865,0.4813,0.0013,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.17,23.18,23.13,33.3667,39,33,20,3845010
"D204045","Al Wakrah","2023-02-23 06:31:00+03",NULL,NULL,NULL,NULL,NULL,43.0525,44.0443,42.2132,0.5138,60,52.0707,53.505,50.7584,0.8071,60,NULL,NULL,NULL,NULL,NULL,80.2021,83.3766,77.5491,1.7071,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4431,0.444,0.4422,0.0005,60,0.4521,0.4535,0.4508,0.0008,60,0.4778,0.481,0.4752,0.0017,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.15,23.18,23.13,33.4333,35,33,20,3845006
"D204045","Al Wakrah","2023-02-23 06:30:00+03",NULL,NULL,NULL,NULL,NULL,41.3333,42.2132,40.3821,0.5183,60,49.5427,51.0636,48.3169,0.8287,60,NULL,NULL,NULL,NULL,NULL,75.1005,77.5491,72.335,1.6106,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4413,0.4422,0.4404,0.0005,60,0.4495,0.4511,0.4483,0.0008,60,0.4727,0.4752,0.47,0.0016,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.09,23.13,23.03,33.7333,39,31,20,3845003
"D204045","Al Wakrah","2023-02-23 06:29:00+03",NULL,NULL,NULL,NULL,NULL,39.6649,40.3821,38.8562,0.4762,60,46.9334,48.3169,45.5702,0.7293,60,NULL,NULL,NULL,NULL,NULL,69.1861,72.335,65.5873,2.0778,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4397,0.4404,0.4389,0.0005,60,0.4469,0.4483,0.4456,0.0007,60,0.4669,0.47,0.4633,0.0021,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.05,23.08,23.03,33.8667,35,33,20,3844999
"D204045","Al Wakrah","2023-02-23 06:28:00+03",NULL,NULL,NULL,NULL,NULL,38.0779,39.1613,37.3302,0.4912,60,44.5479,45.5702,43.1288,0.7059,60,NULL,NULL,NULL,NULL,NULL,61.9579,65.2806,59.1464,1.8151,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4381,0.4392,0.4373,0.0005,60,0.4445,0.4456,0.4431,0.0007,60,0.4597,0.463,0.4569,0.0018,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.03,23.08,22.98,33.8,39,33,20,3844995
"D204045","Al Wakrah","2023-02-23 06:27:00+03",NULL,NULL,NULL,NULL,NULL,36.2875,37.3302,35.4991,0.4876,60,42.2386,43.4339,40.9925,0.6536,60,NULL,NULL,NULL,NULL,NULL,57.0301,59.1464,54.5457,1.2458,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4363,0.4373,0.4355,0.0005,60,0.4422,0.4434,0.441,0.0007,60,0.4548,0.4569,0.4523,0.0012,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.99,23.03,22.98,34.5,39,33,20,3844991
"D204045","Al Wakrah","2023-02-23 06:26:00+03",NULL,NULL,NULL,NULL,NULL,34.9803,35.4991,34.2784,0.3985,60,40.1786,41.2976,38.8562,0.5938,60,NULL,NULL,NULL,NULL,NULL,52.0051,54.5457,49.3316,1.5963,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.435,0.4355,0.4343,0.0004,60,0.4402,0.4413,0.4389,0.0006,60,0.4498,0.4523,0.4471,0.0016,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.98,23.03,22.93,34.3333,39,33,20,3844987
"D204045","Al Wakrah","2023-02-23 06:25:00+03",NULL,NULL,NULL,NULL,NULL,33.5968,34.5836,32.4473,0.5312,60,38.3221,39.1613,36.7199,0.572,60,NULL,NULL,NULL,NULL,NULL,47.0569,49.6384,44.4243,1.4837,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4336,0.4346,0.4324,0.0005,60,0.4383,0.4392,0.4367,0.0006,60,0.4448,0.4474,0.4422,0.0015,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.97,23.03,22.93,34.4667,35,33,20,3844983
"D204045","Al Wakrah","2023-02-23 06:24:00+03",NULL,NULL,NULL,NULL,NULL,31.725,32.4473,30.9213,0.3892,60,35.8806,36.7199,34.8888,0.4621,60,NULL,NULL,NULL,NULL,NULL,41.623,44.1176,38.9035,1.5052,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4317,0.4324,0.4309,0.0004,60,0.4359,0.4367,0.4349,0.0005,60,0.4394,0.4419,0.4367,0.0015,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.94,22.98,22.93,34.3667,39,33,20,3844979
"D204045","Al Wakrah","2023-02-23 06:23:00+03",NULL,NULL,NULL,NULL,NULL,30.1177,30.9213,29.0902,0.524,60,33.6375,34.8888,32.1421,0.7678,60,NULL,NULL,NULL,NULL,NULL,36.4958,39.8236,33.6894,1.6129,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4301,0.4309,0.4291,0.0005,60,0.4336,0.4349,0.4321,0.0008,60,0.4343,0.4376,0.4315,0.0016,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.93,22.98,22.88,34.5,35,33,20,3844975
"D204045","Al Wakrah","2023-02-23 06:22:00+03",NULL,NULL,NULL,NULL,NULL,28.0323,29.0902,27.2591,0.5285,60,31.0841,32.4473,30.0058,0.6588,60,NULL,NULL,NULL,NULL,NULL,31.1437,33.6894,28.782,1.4954,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.428,0.4291,0.4273,0.0005,60,0.4311,0.4324,0.43,0.0007,60,0.429,0.4315,0.4266,0.0015,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.91,22.93,22.88,34.6333,39,33,20,3844971
"D204045","Al Wakrah","2023-02-23 06:21:00+03",NULL,NULL,NULL,NULL,NULL,26.5369,27.5643,25.7332,0.4529,60,29.1462,30.0058,28.1747,0.5491,60,NULL,NULL,NULL,NULL,NULL,26.5941,29.0887,24.4881,1.3165,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4265,0.4276,0.4257,0.0005,60,0.4291,0.43,0.4282,0.0005,60,0.4245,0.427,0.4224,0.0013,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.89,22.93,22.88,34.6333,35,33,20,3844967
"D204045","Al Wakrah","2023-02-23 06:20:00+03",NULL,NULL,NULL,NULL,NULL,24.9194,26.0384,23.5969,0.6569,60,27.1421,28.4799,26.0384,0.7477,60,NULL,NULL,NULL,NULL,NULL,22.612,24.7948,20.8075,1.1711,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4249,0.426,0.4236,0.0007,60,0.4271,0.4285,0.426,0.0007,60,0.4205,0.4227,0.4187,0.0012,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.87,22.88,22.83,34.5333,39,33,20,3844963
